,_record_id,_title,_server_updated_at,_updated_by,_geometry,_latitude,_longitude,282_payment_method_that_purchase,283_fulfill_needs,300_did_not_find,237_distance_household_interviewee,299_means_transportation_consumer,238_frequency_buying_store,284_additional_products_store,301_electricity_bill,305_electricity_bill_store,302_water_bill,306_water_bill_store,303_gas_bill,307_gas_bill_store,286_topups,308_topups_in_store,287_wire_transfers,309_wiretransfers_in_store,320_other_services_in_store,304_additional_services_store,81_number_online_purchases_month,288_number_app_purchases_month,289_number_whatsapp_purchases_month,83_willingness_ultrafast_delivery,84_willingness_sameday_delivery,241_age_of_the_interviewee,240_gender_interviewee,indicate_the_type_of_store,name_of_the_store,_latitude,_longitude,238_frequency_buying_store,81_number_online_purchases_month,288_number_app_purchases_month,289_number_whatsapp_purchases_month,83_willingness_ultrafast_delivery,84_willingness_sameday_delivery,241_age_of_the_interviewee
13,ea72b26e-a352-4833-8fb2-f91fa9b82436,"November 27, 2022",2022-11-27 07:11:36 UTC,Irvin Vásquez Figueroa,SRID=4326;POINT(-98.2662553713 19.004367079),19.004367079,-98.2662553713,Efectivo,yes,encontro todo,4 a 6 cuadras,Automóvil,4,ninguno,CFE,yes,No lo hago,yes,"Proveedor de gas,Tienda de conveniencia (e.g. OXXO)",no,No lo hago,no,"Banco,Tienda de conveniencia (e.g. OXXO)",no,no,Pago con tarjeta,3,1,0,200,100,37,Male,Micro-restaurant (aka. fondita),Distrito taco,19.004367079,-98.2662553713,4,3,1,0,200,100,37
14,8ff158e7-b4cd-4441-927d-c729f8e25871,"November 27, 2022",2022-11-27 07:11:36 UTC,Irvin Vásquez Figueroa,SRID=4326;POINT(-98.2662436366 19.004167685),19.004167685,-98.2662436366,Tarjeta de débito y/o crédito,yes,encontro todo,más de 10 cuadras,Automóvil,2,ninguno,CFE,yes,"Sistema de agua,Supermercado,Tienda de conveniencia (e.g. OXXO)",yes,Proveedor de gas,no,No lo hago,no,"Banco,Tienda de conveniencia (e.g. OXXO)",no,no,Pago con tarjeta,6,3,0,300,200,27,Female,Butcher shop,A ribeye norte,19.004167685,-98.2662436366,2,6,3,0,300,200,27
15,af0643d7-719e-4c38-b88c-97b8e76e38d0,"November 27, 2022",2022-11-27 07:11:35 UTC,Irvin Vásquez Figueroa,SRID=4326;POINT(-98.2663519308 19.0042247453),19.0042247453,-98.2663519308,Efectivo,yes,encontro todo,4 a 6 cuadras,Automóvil,1,ninguno,Tienda de conveniencia (e.g. OXXO),no,"Banco,Sistema de agua,Supermercado",yes,No lo hago,no,No lo hago,no,"Banco,Tienda de conveniencia (e.g. OXXO)",no,yes,Paqueteria nacional,2,3,1,300,100,49,Male,Butcher shop,A ribeye norte,19.0042247453,-98.2663519308,1,2,3,1,300,100,49
16,a49fb130-ad2d-4d3b-be6a-280337615db9,"November 27, 2022",2022-11-27 07:11:34 UTC,Irvin Vásquez Figueroa,SRID=4326;POINT(-98.26616887 19.0041420078),19.0041420078,-98.26616887,Tarjeta de débito y/o crédito,yes,encontro todo,4 a 6 cuadras,Automóvil,3,ninguno,No lo hago,yes,No lo hago,yes,No lo hago,yes,No lo hago,no,No lo hago,no,no,Pago con tarjeta,2,0,0,400,150,19,Female,stationery,Multicopias,19.0041420078,-98.26616887,3,2,0,0,400,150,19
17,18c93e5e-ba8e-4498-86dd-c148149b2d50,"November 27, 2022",2022-11-27 06:31:41 UTC,Irvin Vásquez Figueroa,SRID=4326;POINT(-98.2710937411 19.002386442),19.002386442,-98.2710937411,Tarjeta de débito y/o crédito,yes,encontro todo,12,Transporte público,1,ninguno,CFE,yes,Sistema de agua,yes,Proveedor de gas,no,No lo hago,no,Banco,no,no,Pago con tarjeta,5,3,2,300,100,39,Female,Dairy products,Vibecycle,19.002386442,-98.2710937411,1,5,3,2,300,100,39
18,83874096-3915-4c6d-8888-bbd2c16fdfc1,"November 27, 2022",2022-11-27 06:31:40 UTC,Irvin Vásquez Figueroa,SRID=4326;POINT(-98.2706682757 19.0023794679),19.0023794679,-98.2706682757,Tarjeta de débito y/o crédito,yes,encontro todo,7 a 10 cuadras,Automóvil,1,ninguno,CFE,yes,"Banco,Sistema de agua,Supermercado",yes,Proveedor de gas,yes,No lo hago,no,Banco,no,no,Pago con tarjeta,2,1,0,180,100,57,Female,beauty saloon,La pestañeria,19.0023794679,-98.2706682757,1,2,1,0,180,100,57
19,61618c46-7a3c-47bb-b068-c276028bc5dc,"November 27, 2022",2022-11-27 06:31:40 UTC,Irvin Vásquez Figueroa,SRID=4326;POINT(-98.2705760747 19.002099869),19.002099869,-98.2705760747,Efectivo,yes,encontro todo,más de 10 cuadras,Motocicleta,3,ninguno,"Supermercado,Tienda de conveniencia (e.g. OXXO)",no,No lo hago,no,No lo hago,no,No lo hago,yes,"Banco,Tienda de conveniencia (e.g. OXXO)",yes,no,Pago con tarjeta,4,2,0,300,100,22,Male,tienda de vestidos,Casa sofia bodas ,19.002099869,-98.2705760747,3,4,2,0,300,100,22
20,350beb4f-1557-431d-8cb2-d14539177b52,"November 26, 2022",2022-11-27 03:47:56 UTC,René Emiliano Torres Ávila Y Torres,SRID=4326;POINT(-98.249848634 19.0300162269),19.0300162269,-98.249848634,Efectivo,yes,encontro todo,más de 10 cuadras,Motocicleta,5,ninguno,CFE,no,Sistema de agua,no,Proveedor de gas,no,Tiendita,no,Banco,no,no,Pago con tarjeta,0,3,25,50,50,48,Male,Grocery store (aka. nanostore),Miscelánea el depósito ,19.0300162269,-98.249848634,5,0,3,25,50,50,48
21,036782ea-1c49-4958-b399-f06095e787e5,"November 26, 2022",2022-11-27 03:47:56 UTC,René Emiliano Torres Ávila Y Torres,SRID=4326;POINT(-98.2503284141 19.0279382728),19.0279382728,-98.2503284141,Efectivo,yes,encontro todo,4 a 6 cuadras,A pie,2,ninguno,Tienda de conveniencia (e.g. OXXO),no,Sistema de agua,no,Proveedor de gas,no,Tiendita,no,Tienda de conveniencia (e.g. OXXO),no,no,Pago con tarjeta,0,0,0,60,0,30,Male,Grocery store (aka. nanostore),Miscelánea Oscar,19.0279382728,-98.2503284141,2,0,0,0,60,0,30
22,70ff605b-ba9f-411a-9186-d65fcc178791,"November 26, 2022",2022-11-27 03:47:55 UTC,René Emiliano Torres Ávila Y Torres,SRID=4326;POINT(-98.2500065491 19.0279744058),19.0279744058,-98.2500065491,Tarjeta de débito y/o crédito,yes,encontro todo,7 a 10 cuadras,Automóvil,1,ninguno,"CFE,Tienda de conveniencia (e.g. OXXO)",yes,Sistema de agua,no,Proveedor de gas,no,Plan,no,Banco,no,no,Pago con tarjeta,7,25,0,120,80,22,Female,Micro-restaurant (aka. fondita),Pastelería Paty,19.0279744058,-98.2500065491,1,7,25,0,120,80,22
23,da60434b-a2f9-4323-847a-271cb594d0fc,"November 26, 2022",2022-11-27 03:47:54 UTC,René Emiliano Torres Ávila Y Torres,SRID=4326;POINT(-98.2498218119 19.0275401749),19.0275401749,-98.2498218119,Efectivo,yes,encontro todo,0 a 3 cuadras,A pie,3,ninguno,Tienda de conveniencia (e.g. OXXO),yes,Sistema de agua,no,Proveedor de gas,no,Plan,no,"Banco,Tienda de conveniencia (e.g. OXXO)",no,yes,Pago con tarjeta,5,15,20,60,60,28,Male,Grocery store (aka. nanostore),Grupo axis,19.0275401749,-98.2498218119,3,5,15,20,60,60,28
24,5028a47a-a733-4193-97c0-ecb685735e5d,"November 26, 2022",2022-11-27 03:47:54 UTC,René Emiliano Torres Ávila Y Torres,SRID=4326;POINT(-98.25000957 19.02884445),19.02884445,-98.25000957,Efectivo,yes,encontro todo,4 a 6 cuadras,Automóvil,1,ninguno,Tienda de conveniencia (e.g. OXXO),yes,Sistema de agua,no,Proveedor de gas,no,Plan,no,"Banco,Tienda de conveniencia (e.g. OXXO)",yes,yes,Pago con tarjeta,2,4,15,50,50,50,Female,Grocery store (aka. nanostore),El caracol,19.02884445,-98.25000957,1,2,4,15,50,50,50
25,b0c99715-d241-42c2-9003-e8202f4d8e8e,"November 26, 2022",2022-11-27 03:47:53 UTC,René Emiliano Torres Ávila Y Torres,SRID=4326;POINT(-98.2496119291 19.0281198888),19.0281198888,-98.2496119291,Efectivo,yes,encontro todo,4 a 6 cuadras,A pie,3,ninguno,CFE,yes,Sistema de agua,no,Proveedor de gas,no,"Banco,Tienda de conveniencia (e.g. OXXO)",yes,Tienda de conveniencia (e.g. OXXO),yes,no,Pago con tarjeta,2,3,0,40,20,48,Female,Grocery store (aka. nanostore),Miscelánea Angelica,19.0281198888,-98.2496119291,3,2,3,0,40,20,48
26,e58656bc-9516-4221-9212-eeeda12e4a5c,"November 25, 2022",2022-11-26 19:15:55 UTC,Mauro Munguía,SRID=4326;POINT(-98.1982878596 19.0473653047),19.0473653047,-98.1982878596,Efectivo,yes,encontro todo,más de 10 cuadras,Transporte público,1,ninguno,"CFE,Supermercado,Tienda de conveniencia (e.g. OXXO)",no,"Sistema de agua,Supermercado,Tienda de conveniencia (e.g. OXXO)",no,Proveedor de gas,no,Tienda de conveniencia (e.g. OXXO),no,"Banco,Supermercado",no,no,Pago con tarjeta,0,0,10,0,0,30,Female,zapateria,Yoyi zapateria,19.0473653047,-98.1982878596,1,0,0,10,0,0,30
27,b2f7e0d7-3fc2-4184-9292-604ec5a7d051,"November 25, 2022",2022-11-26 19:15:55 UTC,Mauro Munguía,SRID=4326;POINT(-98.1982848421 19.0445149066),19.0445149066,-98.1982848421,Efectivo,yes,encontro todo,más de 10 cuadras,Automóvil,1,ninguno,CFE,no,Sistema de agua,no,Proveedor de gas,no,Tienda de conveniencia (e.g. OXXO),no,"Banco,Tienda de conveniencia (e.g. OXXO)",no,no,Pago con tarjeta,5,25,0,80,300,25,Male,Zapateria,Chicago tenis,19.0445149066,-98.1982848421,1,5,25,0,80,300,25
28,3595e353-acff-420b-9905-d4295df367c3,"November 25, 2022",2022-11-26 19:15:54 UTC,Mauro Munguía,SRID=4326;POINT(-98.1973477453 19.0460668806),19.0460668806,-98.1973477453,Efectivo,yes,encontro todo,más de 10 cuadras,A pie,3,ninguno,CFE,no,Sistema de agua,no,Proveedor de gas,no,Tienda de conveniencia (e.g. OXXO),no,Tienda de conveniencia (e.g. OXXO),no,no,Pago con tarjeta,0,0,6,20,0,60,Female,Granos,Santo Domingo,19.0460668806,-98.1973477453,3,0,0,6,20,0,60
29,ef3ee5cf-ef3a-42fa-a58f-4d2dbfd70b9d,"November 25, 2022",2022-11-26 19:15:54 UTC,Mauro Munguía,SRID=4326;POINT(-98.1992638484 19.0448429235),19.0448429235,-98.1992638484,Efectivo,yes,encontro todo,4 a 6 cuadras,A pie,3,ninguno,Tienda de conveniencia (e.g. OXXO),yes,Tienda de conveniencia (e.g. OXXO),yes,Tienda de conveniencia (e.g. OXXO),yes,Tienda de conveniencia (e.g. OXXO),yes,Tienda de conveniencia (e.g. OXXO),yes,yes,Pagar servicios,2,8,2,50,500,35,Male,Dulceria,Dulceria lili,19.0448429235,-98.1992638484,3,2,8,2,50,500,35
30,b9b506d1-8139-4bd8-90d5-a33fbcd3f1e3,"November 25, 2022",2022-11-26 19:15:53 UTC,Mauro Munguía,SRID=4326;POINT(-98.1993785128 19.0449154992),19.0449154992,-98.1993785128,Efectivo,yes,encontro todo,más de 10 cuadras,Bicicleta,2,ninguno,Tienda de conveniencia (e.g. OXXO),no,Tienda de conveniencia (e.g. OXXO),no,Tienda de conveniencia (e.g. OXXO),no,Tienda de conveniencia (e.g. OXXO),no,Tienda de conveniencia (e.g. OXXO),no,no,Pago con tarjeta,2,5,0,30,200,40,Female,dulceria,Dulceria lili,19.0449154992,-98.1993785128,2,2,5,0,30,200,40
31,76961734-c5c8-40dc-a9c5-78fd1c71dfce,"November 25, 2022",2022-11-26 19:15:53 UTC,Mauro Munguía,SRID=4326;POINT(-98.1999970973 19.0460329699),19.0460329699,-98.1999970973,Efectivo,yes,encontro todo,más de 10 cuadras,Automóvil,1,ninguno,Tienda de conveniencia (e.g. OXXO),no,Tienda de conveniencia (e.g. OXXO),no,Tienda de conveniencia (e.g. OXXO),no,Tienda de conveniencia (e.g. OXXO),no,Tienda de conveniencia (e.g. OXXO),no,no,Pago con tarjeta,6,15,0,25,50,30,Male,Cafeteria,Tortas Ana,19.0460329699,-98.1999970973,1,6,15,0,25,50,30
32,c392bf61-c741-46ca-9bdc-ca444dc44ca5,"November 25, 2022",2022-11-25 23:44:12 UTC,Saúl Cuervo,SRID=4326;POINT(-98.2210870554 19.0116707934),19.0116707934,-98.2210870554,Efectivo,yes,encontro todo,0 a 3 cuadras,Automóvil,1,ninguno,CFE,no,Sistema de agua,no,Proveedor de gas,no,Tienda de conveniencia (e.g. OXXO),no,No lo hago,no,no,Pago con tarjeta,1,3,0,30,20,30,Male,Grocery store (aka. nanostore),La Divina Providencia ,19.0116707934,-98.2210870554,1,1,3,0,30,20,30
33,91f32bfc-8a88-4c0b-91dc-4f4916101986,"November 25, 2022",2022-11-25 23:44:11 UTC,Saúl Cuervo,SRID=4326;POINT(-98.2210469479 19.0116381992),19.0116381992,-98.2210469479,Efectivo,yes,encontro todo,7 a 10 cuadras,Automóvil,1,ninguno,CFE,no,Sistema de agua,no,Proveedor de gas,no,No lo hago,no,Banco,no,no,Pago con tarjeta,3,8,2,30,15,19,Female,Dairy products,Chatita ,19.0116381992,-98.2210469479,1,3,8,2,30,15,19
34,67aa9877-bf5a-4d75-91e4-702f0b0c0d7a,"November 25, 2022",2022-11-25 23:44:10 UTC,Saúl Cuervo,SRID=4326;POINT(-98.2210490592 19.0116294752),19.0116294752,-98.2210490592,Efectivo,no,Aceite ,0 a 3 cuadras,A pie,1,ninguno,CFE,yes,Sistema de agua,yes,No lo hago,no,No lo hago,no,No lo hago,no,no,Pago con tarjeta,2,3,0,20,10,24,Female,Grocery store (aka. nanostore),La Chiquita ,19.0116294752,-98.2210490592,1,2,3,0,20,10,24
35,9871abb4-9809-4653-8c49-76dcadfa5d6a,"November 25, 2022",2022-11-25 23:44:10 UTC,Saúl Cuervo,SRID=4326;POINT(-98.221072 19.011644),19.011644,-98.221072,Efectivo,yes,encontro todo,4 a 6 cuadras,Motocicleta,2,ninguno,CFE,no,Sistema de agua,no,Proveedor de gas,no,No lo hago,yes,No lo hago,yes,yes,Envíos de dinero ,0,1,0,15,20,26,Male,Grocery store (aka. nanostore),La Chiquita ,19.011644,-98.221072,2,0,1,0,15,20,26
36,dea6968c-24aa-482f-b8f7-78a9b2188070,"November 24, 2022",2022-11-25 23:44:10 UTC,Saúl Cuervo,SRID=4326;POINT(-98.2197872731 19.0100632911),19.0100632911,-98.2197872731,Efectivo,yes,encontro todo,0 a 3 cuadras,Bicicleta,2,ninguno,CFE,no,Sistema de agua,no,Proveedor de gas,no,Tienda de conveniencia (e.g. OXXO),no,Banco,yes,yes,Envíos de dinero ,0,0,0,20,10,16,Male,Grocery store (aka. nanostore),Miscelánea Margarita ,19.0100632911,-98.2197872731,2,0,0,0,20,10,16
37,1975d580-24e1-463e-96cc-4aab1c9a40a8,"November 24, 2022",2022-11-25 23:44:09 UTC,Saúl Cuervo,SRID=4326;POINT(-98.2197864233 19.0100662185),19.0100662185,-98.2197864233,Efectivo,yes,encontro todo,0 a 3 cuadras,A pie,2,ninguno,CFE,no,Sistema de agua,no,Proveedor de gas,no,Tienda de conveniencia (e.g. OXXO),yes,Tienda de conveniencia (e.g. OXXO),no,yes,Recargas telefónicas ,0,0,0,10,5,60,Female,Grocery store (aka. nanostore),Miscelánea La Guadalupana ,19.0100662185,-98.2197864233,2,0,0,0,10,5,60
38,8594b84e-30a0-4698-8e90-7c3fbb7a7b7c,"November 24, 2022",2022-11-25 23:44:09 UTC,Saúl Cuervo,SRID=4326;POINT(-98.2194485039 19.010710981),19.010710981,-98.2194485039,Efectivo,no,Pollo enchilado ,4 a 6 cuadras,Automóvil,1,Pollo frito ,CFE,no,Sistema de agua,no,Proveedor de gas,no,Tienda de conveniencia (e.g. OXXO),no,"Banco,Tienda de conveniencia (e.g. OXXO)",no,no,Pago con tarjeta,3,1,0,15,7,38,Male,Cafeteria,Gladiatore ,19.010710981,-98.2194485039,1,3,1,0,15,7,38
39,839603f1-599a-4908-ad26-f4357c23a1f8,"November 24, 2022",2022-11-25 23:44:08 UTC,Saúl Cuervo,SRID=4326;POINT(-98.2194346992 19.010693258),19.010693258,-98.2194346992,Efectivo,yes,encontro todo,4 a 6 cuadras,Automóvil,1,ninguno,CFE,no,Sistema de agua,no,Proveedor de gas,no,Tienda de conveniencia (e.g. OXXO),yes,Banco,no,no,Pago con tarjeta,2,3,0,25,15,42,Female,Grocery store (aka. nanostore),Miscelánea La Guadalupana ,19.010693258,-98.2194346992,1,2,3,0,25,15,42
40,fd5c85f2-f156-4d66-b337-1d3bfdcb9019,"November 24, 2022",2022-11-25 23:44:07 UTC,Saúl Cuervo,SRID=4326;POINT(-98.2184096353 19.0126305197),19.0126305197,-98.2184096353,Efectivo,yes,encontro todo,0 a 3 cuadras,Bicicleta,1,ninguno,CFE,no,Sistema de agua,yes,Proveedor de gas,yes,Tienda de conveniencia (e.g. OXXO),yes,Banco,no,no,Pago con tarjeta,2,3,2,20,10,23,Male,Grocery store (aka. nanostore),Miscelánea Yoyis,19.0126305197,-98.2184096353,1,2,3,2,20,10,23
41,c431c556-865b-4c6c-ab57-b423f0139206,"November 25, 2022",2022-11-25 23:42:42 UTC,Oscar Morales,SRID=4326;POINT(-98.2609467333 19.022339919),19.022339919,-98.2609467333,Tarjeta de débito y/o crédito,yes,encontro todo,7 a 10 cuadras,Transporte público,3,ninguno,Tienda de conveniencia (e.g. OXXO),no,No lo hago,no,Proveedor de gas,no,Tienda de conveniencia (e.g. OXXO),no,No lo hago,no,no,Pago con tarjeta,1,2,0,20,20,20,Male,Micro-restaurant (aka. fondita),El sazón de la jarochita,19.022339919,-98.2609467333,3,1,2,0,20,20,20
42,c0861385-9d97-4821-a8fb-fa10076fb6a9,"November 25, 2022",2022-11-25 22:57:47 UTC,Oscar Morales,SRID=4326;POINT(-98.260543889 19.0219640927),19.0219640927,-98.260543889,Efectivo,yes,encontro todo,0 a 3 cuadras,A pie,7,ninguno,Tiendita,yes,Sistema de agua,no,Proveedor de gas,no,Tienda de conveniencia (e.g. OXXO),yes,No lo hago,no,no,Pago con tarjeta,0,0,0,10,10,40,Female,Grocery store (aka. nanostore),Tortillería Rosales,19.0219640927,-98.260543889,7,0,0,0,10,10,40
43,11ff1d07-d80a-442c-b0f8-f8c941141d49,"November 25, 2022",2022-11-25 21:54:37 UTC,Oscar Morales,SRID=4326;POINT(-98.2605802477 19.0211128493),19.0211128493,-98.2605802477,Efectivo,yes,encontro todo,4 a 6 cuadras,A pie,1,ninguno,CFE,no,Sistema de agua,no,Proveedor de gas,no,Tienda de conveniencia (e.g. OXXO),yes,No lo hago,no,no,Pago con tarjeta,2,1,0,50,20,25,Male,Micro-restaurant (aka. fondita),Tortas Cue,19.0211128493,-98.2605802477,1,2,1,0,50,20,25
